ratio,an,bn,ns_call
1.0000,3632,3632,41070.1
1.0000,3636,3636,41165.3
1.0000,3640,3640,41110.1
1.0000,3644,3644,41053.1
1.0000,3648,3648,41041.2
1.0000,3652,3652,41155.8
1.0000,3656,3656,41127.3
1.0000,3660,3660,41015.6
1.0000,3664,3664,41092.5
1.0000,3668,3668,41028.5
1.0000,3672,3672,41918.3
1.0000,3676,3676,42187.2
1.0000,3680,3680,41130.5
1.0000,3684,3684,41103.1
1.0000,3688,3688,40994.9
1.0000,3692,3692,41098.1
1.0000,3696,3696,41154.0
1.0000,3700,3700,41115.6
1.0000,3704,3704,41069.4
1.0000,3708,3708,41072.0
